,date_purchased,company,car_make,car_model,car_year,car_color,purchase_price,car_tier
1272,2022-03-17,Lynch Inc,Chevrolet,Equinox,2011,Yellow,85738,Sports
1273,2019-01-13,Upton-Cremin,Infiniti,I,2021,Khaki,36742,Economy
1274,2021-03-21,Mann-Bosco,BMW,3 Series,2013,Fuscia,19991,Sports
1275,2023-04-02,Lehner Group,Volvo,XC70,2022,Turquoise,75327,Sports
1276,2020-03-16,"Labadie, Larson and Vandervort",Volvo,S80,2022,Maroon,37106,Economy
1277,2021-01-19,Armstrong Group,Toyota,Matrix,2018,Turquoise,16190,Off-Road
1278,2022-04-08,Luettgen-Glover,Honda,Civic,2013,Aquamarine,50865,Economy
1279,2019-08-04,McCullough-Runolfsson,Mercedes-Benz,S-Class,2010,Turquoise,78275,Sports
1280,2022-10-01,Douglas-Kreiger,Lincoln,Town Car,2018,Violet,68608,Luxury
1281,2018-08-24,Pollich-Reichert,Ford,Bronco II,2021,Purple,75705,Economy
1282,2019-02-21,Ferry-Schulist,Nissan,Armada,2020,Green,17875,Budget
1283,2020-11-24,Mueller LLC,Lincoln,Continental Mark VII,2010,Green,64153,Off-Road
1284,2018-11-27,"Treutel, Walsh and Hartmann",Hyundai,Santa Fe,2019,Puce,92585,Sports
1285,2020-01-25,"Morissette, Volkman and Steuber",Subaru,Leone,2022,Indigo,46946,Budget
1286,2021-02-11,"Kertzmann, Hand and Johns",Jaguar,S-Type,2010,Yellow,19145,Economy
1287,2021-04-16,Davis-Hickle,Plymouth,Colt Vista,2021,Purple,66418,Off-Road
1288,2019-01-07,Kuhic-Quitzon,Mazda,Mazda3,2022,Mauv,17241,Economy
1289,2019-11-06,"Crooks, Reinger and Lehner",Honda,CR-V,2015,Khaki,56120,Off-Road
1290,2022-12-10,"Corwin, Kassulke and Smith",Pontiac,Sunfire,2020,Orange,65853,Off-Road
1291,2018-09-27,McGlynn-Feest,Toyota,Land Cruiser,2010,Indigo,12298,Budget
1292,2018-05-23,"Murphy, Beier and Heller",Mitsubishi,Mirage,2016,Khaki,37733,Off-Road
1293,2021-06-16,Roob-Kreiger,Honda,Accord,2012,Maroon,55529,Off-Road
1294,2021-06-12,Mann and Sons,Eagle,Talon,2011,Red,20110,Sports
1295,2020-10-04,"Nienow, Orn and Langosh",Chevrolet,Tahoe,2011,Khaki,19523,Sports
1296,2020-11-15,"Stiedemann, Hilll and Kutch",Mercedes-Benz,R-Class,2016,Mauv,96972,Budget
1297,2020-03-21,"Hane, Wehner and Lesch",Ferrari,599 GTB Fiorano,2019,Pink,89370,Off-Road
1298,2021-08-23,"Crooks, Baumbach and Kuhlman",Hyundai,Elantra,2012,Turquoise,13751,Luxury
1299,2019-09-25,"Bauch, Collier and Gusikowski",Audi,80,2013,Khaki,99999,Economy
1300,2018-01-08,Luettgen LLC,Toyota,T100,2017,Pink,32181,Off-Road
1301,2021-04-15,Kunze and Sons,Ford,E150,2015,Puce,90505,Economy
1302,2020-03-28,Hauck-Zemlak,Porsche,924,2015,Crimson,40244,Off-Road
1303,2019-07-23,Schmeler Inc,Chevrolet,Camaro,2010,Pink,13314,Luxury
1304,2019-01-27,"Block, Kuhlman and Hills",Toyota,Camry,2023,Goldenrod,54513,Sports
1305,2020-11-14,Bauch-Cassin,Hyundai,Sonata,2021,Khaki,34339,Economy
1306,2021-11-02,Runolfsson Group,Ford,Ranger,2011,Orange,35975,Sports
1307,2020-03-08,Erdman Inc,Toyota,Camry,2011,Teal,63200,Budget
1308,2018-01-03,"Stoltenberg, Adams and Wilderman",Mercury,Mystique,2020,Goldenrod,21529,Luxury
1309,2022-12-10,"Mayer, Pouros and Heller",Isuzu,Ascender,2019,Blue,89736,Luxury
1310,2019-01-26,"Monahan, Ratke and Vandervort",Nissan,Xterra,2011,Teal,87753,Sports
1311,2022-02-03,Bernhard-Schiller,Oldsmobile,Ciera,2023,Goldenrod,94773,Off-Road
1312,2020-12-23,"Schiller, Schaden and Murphy",GMC,Yukon XL 1500,2010,Blue,55885,Sports
1313,2021-10-19,"Jacobi, Botsford and Grimes",Toyota,Solara,2018,Violet,99785,Budget
1314,2021-05-02,"Halvorson, Kuvalis and Reichel",Ford,Escort,2015,Yellow,72040,Sports
1315,2019-11-29,Greenholt LLC,Ford,F150,2010,Green,99768,Luxury
1316,2020-03-21,Funk LLC,GMC,Yukon,2011,Maroon,61645,Sports
1317,2022-09-21,Kshlerin-Crona,Mercedes-Benz,400SEL,2017,Violet,29864,Sports
1318,2020-08-16,Gerhold and Sons,Chevrolet,Camaro,2018,Violet,84703,Sports
1319,2021-05-24,Strosin-Price,Jeep,Commander,2022,Khaki,63882,Off-Road
1320,2023-01-19,Hagenes-Fritsch,Volvo,940,2023,Fuscia,96605,Off-Road
1321,2018-08-07,Gusikowski-Beer,Hyundai,Genesis,2011,Red,62393,Budget
1322,2019-09-06,Osinski and Sons,Maserati,Quattroporte,2010,Goldenrod,70275,Budget
1323,2018-10-28,Bernhard and Sons,BMW,330,2018,Purple,39172,Off-Road
1324,2019-03-19,"Bosco, Boyle and Cummerata",Pontiac,Grand Prix,2023,Turquoise,32225,Off-Road
1325,2019-10-30,Oberbrunner-Satterfield,Chevrolet,G-Series 3500,2014,Aquamarine,58765,Luxury
1326,2020-01-25,Schuster-Schimmel,Mercury,Cougar,2023,Pink,63929,Off-Road
1327,2021-12-04,Armstrong Group,Land Rover,Range Rover,2011,Aquamarine,18264,Budget
1328,2018-09-17,Crooks and Sons,Ford,Explorer,2013,Turquoise,25805,Budget
1329,2022-09-19,Grimes-Adams,Dodge,Caravan,2021,Green,80984,Off-Road
1330,2018-02-19,"Cormier, O'Conner and Trantow",Pontiac,Solstice,2023,Pink,89048,Budget
1331,2018-12-07,Hills-Reynolds,Ford,Laser,2014,Aquamarine,95245,Off-Road
1332,2019-11-08,"Hyatt, Purdy and Muller",Ford,ZX2,2012,Purple,11301,Luxury
1333,2020-10-23,Beatty Inc,Toyota,Echo,2015,Yellow,36739,Off-Road
1334,2020-03-23,"Reichel, Howell and Hilll",Nissan,370Z,2018,Maroon,54157,Luxury
1335,2019-11-25,Jakubowski-Fay,Oldsmobile,Ciera,2023,Violet,30939,Sports
1336,2021-12-01,Jenkins LLC,Plymouth,Grand Voyager,2020,Aquamarine,97965,Off-Road
1337,2022-03-10,"Roberts, Marks and Sawayn",Ford,E-Series,2018,Puce,50771,Luxury
1338,2021-03-25,Goldner-Dooley,Chevrolet,S10 Blazer,2014,Orange,63506,Budget
1339,2020-04-24,Stark LLC,Maserati,GranTurismo,2018,Goldenrod,91196,Off-Road
1340,2018-05-11,Ziemann and Sons,Pontiac,Grand Am,2019,Green,83660,Off-Road
1341,2019-06-19,Cartwright-Gulgowski,Nissan,300ZX,2020,Indigo,91259,Sports
1342,2018-07-18,Johnson-Sauer,Mitsubishi,Galant,2015,Orange,90942,Off-Road
1343,2019-01-06,"Reynolds, Rath and Legros",Chevrolet,Sportvan G30,2022,Mauv,78624,Off-Road
1344,2022-06-01,"Stehr, Rolfson and Vandervort",Bentley,Mulsanne,2011,Aquamarine,82949,Budget
1345,2019-10-27,Torphy-Deckow,Ford,Aerostar,2018,Orange,22417,Off-Road
1346,2018-05-29,Gorczany-Rath,Infiniti,G,2012,Pink,89435,Sports
1347,2022-05-20,Smitham Inc,Kia,Rio,2023,Puce,34725,Luxury
1348,2019-01-22,Reichel Inc,Porsche,911,2021,Fuscia,90374,Luxury
1349,2020-07-24,Moen Inc,Mitsubishi,Space,2020,Khaki,36229,Luxury
1350,2020-01-25,"Brekke, Fay and Aufderhar",Audi,A8,2021,Blue,22778,Sports
1351,2020-11-22,McDermott-Champlin,Jeep,Wrangler,2022,Red,18005,Sports
1352,2020-06-06,"Cremin, Satterfield and Harber",Maybach,62,2010,Mauv,81006,Luxury
1353,2021-09-10,Mills-Ondricka,Chevrolet,Corvette,2010,Pink,28319,Luxury
1354,2020-02-04,Jakubowski-Swift,Buick,Riviera,2019,Violet,40298,Luxury
1355,2018-01-19,"O'Connell, Hills and Jakubowski",Dodge,Ram 1500,2023,Teal,23768,Sports
1356,2021-12-10,Wolf Group,Toyota,Tercel,2017,Aquamarine,47322,Off-Road
1357,2019-08-08,Thiel-Jaskolski,Nissan,Pathfinder,2010,Fuscia,13702,Economy
1358,2022-05-19,West-Shields,Lamborghini,Murciélago,2015,Pink,95556,Luxury
1359,2020-09-03,Hoppe LLC,Land Rover,Freelander,2010,Puce,93397,Budget
1360,2020-11-28,Quitzon-Ledner,Chevrolet,Blazer,2015,Puce,86457,Sports
1361,2022-08-04,King Group,Subaru,Outback,2021,Pink,18660,Economy
1362,2022-05-21,Spencer Inc,Dodge,Ram 2500,2012,Turquoise,82883,Budget
1363,2023-01-03,Deckow-Adams,Honda,Prelude,2022,Goldenrod,86726,Off-Road
1364,2020-06-28,Hilpert-Johnson,GMC,Envoy XUV,2016,Blue,58163,Sports
1365,2021-04-02,"Hettinger, Schmeler and Pfeffer",Alfa Romeo,164,2020,Aquamarine,61168,Luxury
1366,2021-08-17,"Beier, O'Reilly and Hahn",Dodge,Durango,2018,Orange,89359,Economy
1367,2023-01-16,Hermann-Carter,Volkswagen,Jetta,2011,Aquamarine,58614,Budget
1368,2018-05-13,Windler-Zemlak,Chrysler,LHS,2016,Indigo,72908,Economy
1369,2020-04-17,"Langosh, Dare and Rempel",GMC,Suburban 2500,2023,Red,51579,Economy
1370,2020-06-27,"Fisher, Windler and Mante",Oldsmobile,Aurora,2020,Orange,13563,Budget
1371,2018-07-09,Lakin-Bernier,Volkswagen,Passat,2021,Maroon,72162,Economy
1372,2018-10-13,Tillman-Schaefer,Subaru,Tribeca,2010,Red,90883,Budget
1373,2022-08-12,Cassin and Sons,Ford,Taurus,2015,Red,23229,Budget
1374,2019-05-11,Kunze-Kerluke,Buick,Rendezvous,2013,Blue,63434,Economy
1375,2020-04-18,"Blanda, Moen and Mayer",Isuzu,Rodeo,2013,Goldenrod,23159,Off-Road
1376,2021-10-24,Leannon-O'Keefe,Pontiac,Bonneville,2010,Blue,20223,Off-Road
1377,2021-07-03,"Hegmann, Cartwright and Spencer",Dodge,Ram 50,2016,Pink,94641,Economy
1378,2021-01-24,"Aufderhar, Rau and Rath",Saab,9-5,2015,Purple,43663,Luxury
1379,2018-12-25,Nolan and Sons,GMC,Savana Cargo Van,2019,Crimson,67010,Budget
1380,2020-05-26,Pouros LLC,Chevrolet,1500,2017,Green,41704,Off-Road
1381,2022-05-26,Gulgowski-VonRueden,Dodge,Viper,2010,Indigo,23085,Sports
1382,2020-04-21,"Gibson, Hagenes and Stroman",Buick,Regal,2021,Red,11461,Budget
1383,2023-02-11,King Inc,Porsche,Cayman,2011,Khaki,64262,Budget
1384,2020-01-10,Johnson-Ferry,BMW,X5,2021,Green,70723,Luxury
1385,2018-06-12,Hayes LLC,Subaru,Outback,2011,Maroon,75432,Luxury
1386,2021-07-24,Nolan and Sons,Chevrolet,Caprice Classic,2011,Pink,57808,Economy
1387,2021-02-09,"Flatley, Kohler and Brakus",Ford,F150,2023,Puce,20943,Budget
1388,2018-07-08,Krajcik-Rau,Mercedes-Benz,S-Class,2021,Aquamarine,72652,Economy
1389,2023-04-19,Herman and Sons,Dodge,Monaco,2013,Maroon,34041,Luxury
1390,2021-08-26,"Hegmann, Koepp and Boyer",Ford,Explorer Sport,2019,Mauv,11068,Off-Road
1391,2020-08-26,Harvey-Walsh,Audi,Allroad,2015,Goldenrod,50253,Sports
1392,2021-06-29,"Franecki, Ryan and Hegmann",Honda,S2000,2023,Teal,92781,Sports
1393,2022-02-10,"Ortiz, Kihn and Sanford",Acura,MDX,2013,Red,71671,Luxury
1394,2022-06-08,Hyatt-Stehr,Volkswagen,Jetta,2010,Violet,53673,Sports
1395,2023-04-25,Jenkins-Yost,Mitsubishi,Montero,2021,Crimson,26882,Economy
1396,2022-09-22,Marks LLC,Mitsubishi,Diamante,2017,Orange,24728,Off-Road
1397,2022-05-06,Sipes-Champlin,Subaru,Legacy,2012,Pink,56458,Economy
1398,2021-11-23,Stiedemann Inc,Honda,S2000,2020,Indigo,54642,Sports
1399,2023-04-12,"Quitzon, Cruickshank and Koepp",Saab,9-3,2018,Red,52623,Off-Road
1400,2018-05-18,"Nader, Koch and Murazik",Mazda,CX-9,2023,Pink,21216,Luxury
1401,2019-01-30,Doyle Group,Jaguar,XK Series,2019,Blue,84704,Luxury
1402,2021-04-27,Greenholt-Thiel,Nissan,Sentra,2013,Purple,43078,Budget
1403,2020-01-23,Bogan-Fay,Ford,Tempo,2015,Indigo,97201,Off-Road
1404,2022-05-15,"Lind, Flatley and Hodkiewicz",BMW,M6,2010,Crimson,98960,Economy
1405,2020-06-02,"Kuphal, Lindgren and Beatty",Ford,Mustang,2010,Crimson,96378,Budget
1406,2021-04-25,"Mayer, Bernhard and Kutch",Acura,RDX,2019,Khaki,92784,Budget
1407,2019-01-18,Hand-Feeney,GMC,Yukon,2021,Turquoise,10902,Economy
1408,2020-01-14,"O'Reilly, Ferry and Durgan",Mitsubishi,Mighty Max,2014,Teal,70855,Luxury
1409,2021-08-15,Reilly and Sons,Ford,Econoline E350,2023,Crimson,55309,Budget
1410,2020-04-25,Bergstrom and Sons,Mercedes-Benz,SL-Class,2016,Indigo,58179,Off-Road
1411,2019-02-25,Shanahan LLC,Volkswagen,GTI,2011,Maroon,12272,Economy
1412,2018-04-02,Cummings Inc,Mercedes-Benz,SLS-Class,2012,Maroon,48590,Off-Road
1413,2018-10-25,Harris Group,Chevrolet,G-Series 1500,2012,Teal,59740,Budget
1414,2019-03-05,"Herman, Kunde and Windler",Honda,Pilot,2011,Violet,58764,Off-Road
1415,2021-07-27,Harvey Inc,Acura,Integra,2016,Puce,70915,Off-Road
1416,2018-11-11,Senger-Gleason,Ford,Taurus,2012,Blue,91305,Off-Road
1417,2019-12-04,"Larson, Prohaska and Christiansen",Volvo,XC70,2010,Aquamarine,36035,Sports
1418,2020-05-30,"Schaden, Romaguera and Powlowski",Pontiac,Bonneville,2014,Purple,93335,Sports
1419,2023-01-17,Bailey LLC,Audi,A6,2012,Violet,72508,Off-Road
1420,2019-11-30,Smitham LLC,Chrysler,Cirrus,2023,Indigo,98253,Off-Road
1421,2021-05-18,Denesik-Kirlin,Suzuki,Equator,2011,Orange,37981,Off-Road
1422,2018-07-05,"Parisian, Yundt and McCullough",Dodge,Ramcharger,2020,Red,16985,Economy
1423,2019-02-03,Moore-Lebsack,Pontiac,G6,2022,Turquoise,93562,Economy
1424,2021-05-25,Lebsack Inc,Ford,F450,2010,Fuscia,31998,Sports
1425,2020-09-01,Friesen-Fritsch,GMC,Sierra 1500,2015,Yellow,33952,Luxury
1426,2019-03-14,"West, Shields and Bergstrom",Ford,F150,2011,Aquamarine,64813,Luxury
1427,2022-07-25,"Hoeger, Jones and Abshire",Subaru,B9 Tribeca,2016,Mauv,43282,Economy
1428,2018-02-20,Yundt-Windler,Acura,NSX,2022,Violet,71064,Economy
1429,2019-10-08,"Runte, Hermann and Mayert",Toyota,Tundra,2016,Puce,33088,Economy
1430,2020-07-24,Nolan-Muller,Toyota,RAV4,2014,Aquamarine,31183,Sports
1431,2022-12-12,Prosacco-Kilback,Toyota,Camry,2011,Green,94615,Economy
1432,2019-04-10,Sauer and Sons,Ford,Mustang,2016,Blue,89958,Economy
1433,2018-04-04,Purdy-Cremin,Acura,RL,2020,Goldenrod,79784,Budget
1434,2022-08-27,"Connelly, Larson and Ferry",Ford,F350,2022,Crimson,10564,Economy
1435,2019-11-17,Strosin and Sons,Volkswagen,Passat,2023,Purple,36243,Economy
1436,2020-08-05,Considine-Anderson,Chevrolet,Malibu,2014,Fuscia,81801,Sports
1437,2022-12-28,Ritchie and Sons,Chevrolet,Express 1500,2017,Aquamarine,13989,Budget
1438,2018-11-16,"Okuneva, Hermiston and Murazik",GMC,1500 Club Coupe,2012,Maroon,86680,Luxury
1439,2018-07-28,Schroeder and Sons,Dodge,Ramcharger,2022,Aquamarine,23958,Luxury
1440,2021-07-30,"Bernhard, Watsica and Heathcote",Ford,F250,2014,Yellow,66404,Economy
1441,2019-09-25,Sauer-Smith,Mazda,Navajo,2016,Aquamarine,49503,Luxury
1442,2021-11-18,Shanahan-Grimes,GMC,Yukon,2015,Purple,40344,Economy
1443,2020-04-08,Barton-Shanahan,Mercury,Cougar,2017,Green,25797,Luxury
1444,2018-01-01,O'Hara LLC,Buick,Skylark,2013,Aquamarine,50392,Sports
1445,2020-10-18,Bartoletti LLC,Chevrolet,Monte Carlo,2018,Teal,44069,Budget
1446,2018-12-05,"Kihn, Frami and Dare",Dodge,Ram 2500,2022,Purple,99871,Luxury
1447,2022-06-22,Keeling Inc,Toyota,Yaris,2010,Puce,59906,Luxury
1448,2019-07-31,Kris Group,Honda,Odyssey,2011,Fuscia,75584,Economy
1449,2021-07-21,"Runolfsson, Wisoky and Ondricka",BMW,M5,2018,Pink,23375,Economy
1450,2022-07-07,Jast and Sons,Volvo,S40,2011,Violet,67186,Sports
1451,2020-01-06,"Kshlerin, Champlin and Bartoletti",GMC,Envoy XL,2023,Goldenrod,66405,Economy
1452,2020-05-07,"Stoltenberg, Mills and Stanton",Ford,Tempo,2015,Pink,30733,Budget
1453,2023-04-20,"Hamill, Hackett and Nikolaus",Pontiac,Trans Sport,2013,Turquoise,88400,Luxury
1454,2021-05-20,Mills-Flatley,Chevrolet,Monte Carlo,2016,Turquoise,41872,Sports
1455,2018-03-04,"Rogahn, Hermann and Torp",Lexus,GS,2013,Orange,64702,Luxury
1456,2020-12-17,Larkin-O'Reilly,Subaru,Forester,2013,Puce,75322,Economy
1457,2020-08-17,Mraz-Ortiz,Acura,MDX,2021,Goldenrod,95991,Sports
1458,2019-04-17,Dare and Sons,Saab,9000,2023,Turquoise,60836,Economy
1459,2019-07-25,Toy-Gusikowski,Mitsubishi,Lancer,2023,Red,47949,Sports
1460,2018-07-24,"Konopelski, Spinka and Steuber",Ford,Thunderbird,2023,Pink,17971,Budget
1461,2022-10-08,"Shields, Nienow and Bahringer",Chevrolet,Avalanche 2500,2011,Goldenrod,97766,Off-Road
1462,2023-03-29,Braun-Hammes,Honda,Insight,2012,Violet,71550,Luxury
1463,2022-11-11,"Wyman, Lang and Kutch",Maserati,Karif,2016,Maroon,86218,Budget
1464,2019-04-19,"Strosin, Halvorson and Koelpin",Nissan,Cube,2012,Pink,44233,Economy
1465,2022-07-15,Robel Inc,Hyundai,Accent,2010,Maroon,99144,Sports
1466,2021-09-21,Klein Group,GMC,Sierra 1500,2016,Red,63119,Budget
1467,2023-04-22,"Durgan, Zemlak and Sipes",Mercedes-Benz,S-Class,2015,Violet,37047,Luxury
1468,2022-12-14,"Parker, Marks and Wunsch",Chevrolet,Silverado 2500,2021,Khaki,87014,Luxury
1469,2020-02-13,Keebler LLC,Volvo,XC90,2016,Blue,89346,Economy
1470,2020-06-29,"Bechtelar, Mills and Senger",Mitsubishi,Challenger,2018,Violet,77332,Luxury
1471,2019-01-03,Padberg-Nolan,Volkswagen,Eos,2018,Purple,97891,Budget
1472,2021-08-13,Koch and Sons,Lexus,SC,2010,Blue,67572,Sports
1473,2023-04-15,Bailey Group,Volkswagen,Passat,2016,Fuscia,26535,Budget
1474,2020-04-19,Konopelski-Klein,Honda,Element,2019,Maroon,44431,Budget
1475,2019-08-06,Nikolaus and Sons,Chevrolet,Express 1500,2010,Purple,45565,Sports
1476,2022-09-03,Berge LLC,Cadillac,Escalade,2021,Crimson,91250,Off-Road
1477,2019-02-07,Goodwin-Harvey,Maserati,Quattroporte,2012,Red,39505,Sports
1478,2020-05-27,Wisozk LLC,Honda,Prelude,2023,Indigo,20522,Luxury
1479,2020-06-04,Marks-Gibson,Lincoln,MKX,2012,Yellow,25504,Off-Road
1480,2021-08-09,"Emmerich, Kohler and Koelpin",Toyota,Tercel,2010,Teal,21561,Economy
1481,2018-05-06,Daugherty-Sipes,Chevrolet,Camaro,2015,Violet,58920,Budget
1482,2018-05-09,"Gislason, Jenkins and Sawayn",Jaguar,XK Series,2017,Puce,32248,Budget
1483,2022-03-01,Cassin-Mitchell,Mercedes-Benz,600SEL,2023,Purple,68061,Off-Road
1484,2019-08-28,Stokes-Borer,Mercury,Tracer,2019,Maroon,61471,Budget
1485,2021-06-28,Bechtelar Inc,Aston Martin,DBS,2011,Teal,84473,Economy
1486,2021-04-16,Pfannerstill and Sons,BMW,7 Series,2019,Maroon,27137,Budget
1487,2021-10-23,Hoppe-Klocko,Oldsmobile,Achieva,2022,Fuscia,22244,Sports
1488,2020-09-10,Stokes Inc,Audi,Cabriolet,2022,Crimson,80072,Budget
1489,2019-11-26,Spencer-Will,Ford,Thunderbird,2015,Turquoise,39446,Budget
1490,2018-06-19,Kihn and Sons,Porsche,Cayenne,2011,Blue,93106,Off-Road
1491,2019-04-28,Johns and Sons,Jaguar,X-Type,2022,Yellow,41053,Economy
1492,2022-04-24,Reichel-Abshire,Lexus,ES,2016,Indigo,55347,Economy
1493,2020-02-12,"Morissette, Willms and Jacobi",Mercury,Montego,2017,Aquamarine,60589,Luxury
1494,2018-02-12,Greenfelder-Schamberger,Ford,Mustang,2012,Aquamarine,97371,Economy
1495,2018-09-19,Schamberger and Sons,Nissan,350Z,2010,Puce,33332,Sports
1496,2022-02-09,Stracke Group,Volvo,S70,2013,Puce,70882,Budget
1497,2023-02-07,"Marquardt, O'Conner and Fay",Mercury,Mountaineer,2017,Green,78882,Sports
1498,2018-06-24,Armstrong Group,Toyota,FJ Cruiser,2011,Green,45073,Off-Road
1499,2019-05-23,"Gerhold, Fay and Roberts",Volkswagen,Jetta,2021,Aquamarine,80848,Sports
1500,2021-07-25,Terry-Ullrich,Ford,Mustang,2022,Turquoise,14112,Sports
1501,2021-12-13,"Schaden, Ledner and Runolfsdottir",Mercury,Lynx,2023,Indigo,14208,Luxury
1502,2022-01-01,Pagac-McKenzie,Pontiac,Grand Prix,2018,Mauv,28160,Budget
1503,2021-07-18,Hintz-Graham,Buick,Somerset,2017,Goldenrod,42398,Budget
1504,2019-06-11,"Balistreri, Ritchie and Zieme",Mercedes-Benz,G-Class,2010,Blue,46977,Budget
1505,2022-03-13,Prosacco and Sons,GMC,Yukon XL 2500,2018,Indigo,70096,Off-Road
1506,2020-05-16,"Johnston, Feil and Schiller",Pontiac,Chevette,2010,Maroon,37619,Off-Road
1507,2020-08-26,Kreiger-Friesen,Mazda,Miata MX-5,2014,Khaki,90447,Luxury
1508,2022-08-30,Heathcote-Moore,Mercedes-Benz,M-Class,2017,Puce,71596,Off-Road
1509,2019-03-06,"Bechtelar, Anderson and Reichert",Hyundai,Azera,2012,Turquoise,63069,Budget
1510,2019-12-13,Wyman Inc,Infiniti,FX,2020,Khaki,99633,Off-Road
1511,2021-03-27,Pfeffer Inc,Eagle,Talon,2016,Crimson,70406,Economy
1512,2018-04-13,Mayer-Willms,Mitsubishi,Galant,2011,Teal,88385,Economy
1513,2020-04-19,"Bartell, Kris and McCullough",Chevrolet,G-Series 1500,2015,Turquoise,61747,Economy
1514,2021-07-20,Langworth-Turcotte,Pontiac,Grand Prix,2017,Turquoise,86598,Sports
1515,2023-04-23,"Wiegand, Grady and Blick",Ford,Bronco,2020,Fuscia,43629,Budget
1516,2019-12-22,"Harvey, Quitzon and Graham",Mitsubishi,Galant,2020,Goldenrod,78531,Luxury
1517,2020-01-10,Crona-Wunsch,Buick,Rainier,2010,Puce,71420,Economy
1518,2020-02-04,Schowalter LLC,Lincoln,Continental,2019,Fuscia,58189,Economy
1519,2022-05-18,"Jerde, Murazik and Powlowski",Chrysler,Imperial,2017,Green,11875,Off-Road
1520,2020-08-12,"Gorczany, Mitchell and Douglas",Mercedes-Benz,SLK-Class,2021,Pink,13149,Off-Road
1521,2020-10-06,Herzog-Schinner,Lexus,LS,2023,Khaki,64498,Sports
1522,2022-02-20,Prohaska-Wiegand,Dodge,Neon,2014,Blue,25608,Budget
1523,2020-03-11,"Hayes, Ebert and Dare",Mitsubishi,L300,2015,Yellow,78395,Economy
1524,2020-02-07,O'Reilly Inc,BMW,X5 M,2010,Pink,92601,Luxury
1525,2020-06-08,Bogan LLC,Mercedes-Benz,500SL,2022,Khaki,49019,Off-Road
1526,2018-07-21,"Bernhard, Corkery and Krajcik",GMC,Savana 2500,2012,Puce,70658,Luxury
1527,2022-03-10,Hegmann-Nolan,Ford,Freestar,2015,Green,97189,Budget
1528,2021-08-23,Pfannerstill-Torp,MINI,Clubman,2012,Pink,55694,Off-Road
1529,2021-09-18,Wisozk-Breitenberg,Eagle,Vision,2017,Aquamarine,36507,Off-Road
1530,2020-07-22,"McKenzie, Herzog and Kerluke",Lotus,Elan,2012,Indigo,71181,Budget
1531,2019-08-17,"Fadel, Wintheiser and Kozey",Lincoln,Continental,2020,Orange,88325,Budget
1532,2022-07-10,Dach Inc,Lexus,ES,2012,Khaki,19170,Off-Road
1533,2019-08-02,Dietrich Inc,Ford,Bronco,2015,Purple,58772,Sports
1534,2019-12-28,Heathcote LLC,Scion,xB,2011,Violet,52919,Sports
1535,2019-01-10,Bergstrom-Padberg,GMC,Savana 1500,2015,Blue,31395,Budget
1536,2019-01-07,"Buckridge, Swaniawski and Hand",Mercedes-Benz,190E,2011,Fuscia,85226,Budget
1537,2019-08-16,Rau-Carter,Oldsmobile,Alero,2015,Indigo,59504,Budget
1538,2018-05-26,Fay and Sons,Mercury,Grand Marquis,2021,Fuscia,81689,Economy
1539,2018-01-26,"Ryan, Lockman and Yundt",Ford,Expedition,2016,Orange,82014,Budget
1540,2019-07-17,Langosh Group,Dodge,Grand Caravan,2019,Khaki,10888,Luxury
1541,2022-09-05,Hodkiewicz and Sons,Chevrolet,G-Series G30,2013,Mauv,38160,Off-Road
1542,2019-01-08,Monahan-Zemlak,BMW,M3,2020,Mauv,72672,Economy
1543,2018-01-22,"Ward, Quitzon and Nolan",Nissan,370Z,2011,Khaki,85453,Luxury
1544,2019-03-14,Herman-Walker,Mazda,MPV,2018,Khaki,26374,Budget
1545,2018-09-27,"Grimes, Pfeffer and Witting",Scion,xB,2017,Blue,70790,Luxury
1546,2021-07-03,Ankunding LLC,Chevrolet,G-Series G10,2011,Red,11026,Economy
1547,2019-11-06,Beer LLC,Chevrolet,Express 1500,2012,Purple,13577,Sports
1548,2022-12-03,Lang LLC,Toyota,Land Cruiser,2020,Pink,29126,Sports
1549,2018-01-25,"Hessel, Wehner and Kirlin",Mercedes-Benz,CL-Class,2015,Green,37398,Luxury
1550,2022-09-30,"Feest, Walker and Robel",Lamborghini,Murciélago,2023,Pink,70071,Sports
1551,2023-04-16,"Goodwin, Hackett and Bechtelar",Mazda,B-Series,2017,Violet,76382,Economy
1552,2022-02-23,"Morissette, Kris and Bednar",Ford,LTD Crown Victoria,2014,Green,33024,Sports
1553,2022-06-02,Hilpert Inc,Hummer,H1,2019,Violet,89963,Budget
1554,2022-02-01,Haley-Kassulke,Dodge,Ram 2500 Club,2013,Pink,18975,Sports
1555,2020-01-10,Ryan LLC,Jeep,Cherokee,2017,Violet,45488,Luxury
1556,2018-08-09,Hilll Group,Acura,Integra,2018,Red,34080,Off-Road
1557,2020-05-22,Weimann-Marvin,Lexus,RX,2017,Crimson,34783,Budget
1558,2023-04-05,"Hermiston, King and Dibbert",Buick,Skylark,2010,Aquamarine,31746,Sports
1559,2018-06-20,Miller and Sons,Audi,A4,2023,Blue,70597,Luxury
1560,2020-12-04,Simonis Group,Acura,TSX,2012,Red,39178,Budget
1561,2023-01-25,"Bednar, Hintz and O'Hara",Acura,Legend,2016,Purple,64088,Sports
1562,2023-03-12,Kutch Inc,Lincoln,Continental,2021,Mauv,72874,Sports
1563,2019-08-30,"Schuppe, Leuschke and Lueilwitz",Saab,9-5,2020,Puce,29356,Budget
